ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL",Categorías,Etiquetas,_product_image_gallery,tpg-post-view-count,_wp_page_template,player1,_player1,covernews-meta-content-alignment,_reviveso_original_pub_date,_reviveso_last_pub_date,_wp_old_date,_wpar_original_pub_date,_wpar_last_pub_date,wpar_republish_meta_query,views_count,Video1,_Video1,rank_math_title,rank_math_description,rank_math_focus_keyword,rank_math_internal_links_processed,Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
2449,"Primera temporada 11 Viva la vendimia","¡Viva la vendimia! Cerramos la primera temporada celebrando la cosecha. Un episodio lleno de tradición y sabor que no querrás perderte.",,2025-10-30,post,https://donsimpsononline.xyz/primera-temporada-11-viva-la-vendimia/,http://donsimpsononline.xyz/wp-content/uploads/mini/tu/01x11-Intercambio-cultural.jpg,"01x11 Intercambio cultural","01x11 Intercambio cultural","01x11 Intercambio cultural","01x11 Intercambio cultural",http://donsimpsononline.xyz/wp-content/uploads/mini/tu/01x11-Intercambio-cultural.jpg,,"Primera temporada",,,21,,"<iframe width=""640"" height=""360"" frameborder=""0"" src=""https://mega.nz/embed/LxBWSLab#1hdH1Eh1RG9lREjl70MutvaxNmOXFJzRUcklMTcFxNE"" allowfullscreen ></iframe>",field_669848bb46641,align-content-left,"2023-12-29 14:25:08","2025-10-30 04:02:51",2023-12-29|2025-05-02|2025-06-01|2025-07-01|2025-07-31|2025-08-01|2025-08-31|2025-09-30,"2025-05-02 20:34:41","2025-09-30 02:24:39","2025-10-30 04:02:51",60,,,,,,,publish,1,jonastantra,jonastantra@gmail.com,,,primera-temporada-11-viva-la-vendimia,,,0,0,0,open,open,2025-12-23
2450,"Primera temporada 12 Krusty entra en chirona","¡El payaso Krusty a la cárcel! En este capítulo de la primera temporada, el famoso cómico se mete en un buen lío. ¿Cómo afrontará su estancia entre rejas?",,2025-10-30,post,https://donsimpsononline.xyz/primera-temporada-12-krusty-entra-en-chirona/,http://donsimpsononline.xyz/wp-content/uploads/mini/tu/01x12-Krusty-va-a-la-carcel.jpg,"01x12 Krusty va a la carcel","01x12 Krusty va a la carcel","01x12 Krusty va a la carcel","01x12 Krusty va a la carcel",http://donsimpsononline.xyz/wp-content/uploads/mini/tu/01x12-Krusty-va-a-la-carcel.jpg,,"Primera temporada",,,16,,"<iframe width=""640"" height=""360"" frameborder=""0"" src=""https://mega.nz/embed/3s5lgR4b#IR3HWMoZ3MMBazrvF142tVrkA19iHoNTgdDTd7nN4RQ"" allowfullscreen ></iframe>",field_669848bb46641,align-content-left,"2023-12-29 14:50:03","2025-09-30 03:39:00",2023-12-29|2025-05-02|2025-06-01|2025-07-01|2025-08-01|2025-08-31|2025-09-30,"2025-05-02 20:31:41","2025-10-30 06:24:21","2025-10-30 06:36:55",90,,,,,,,publish,1,jonastantra,jonastantra@gmail.com,,,primera-temporada-12-krusty-entra-en-chirona,,,0,0,0,open,open,2025-12-23
2451,"Primera temporada 13 La baby siter ataca de nuevo","¡Cuidado! La niñera regresa y trae problemas. Descubre qué plan macabro tiene para desestabilizar a todos en este episodio de la primera temporada.",,2025-10-30,post,https://donsimpsononline.xyz/primera-temporada-13-la-baby-siter-ataca-de-nuevo/,http://donsimpsononline.xyz/wp-content/uploads/mini/tu/01x13-Una-noche-encantadora.jpg,"01x13 Una noche encantadora","01x13 Una noche encantadora","01x13 Una noche encantadora","01x13 Una noche encantadora",http://donsimpsononline.xyz/wp-content/uploads/mini/tu/01x13-Una-noche-encantadora.jpg,,"Primera temporada",,,13,,"<iframe width=""640"" height=""360"" frameborder=""0"" src=""https://mega.nz/embed/PpInyZqC#awpV7CG1NvtZFTdU8K6--aPDrUzOH00JndQSInC8z10"" allowfullscreen ></iframe>",field_669848bb46641,align-content-left,"2023-12-29 15:15:18","2025-10-30 00:32:59",2023-12-29|2025-05-02|2025-06-01|2025-07-01|2025-07-31|2025-08-30|2025-09-29,"2025-05-02 20:22:41","2025-09-29 23:46:36","2025-10-30 00:32:59",27,,,,,,,publish,1,jonastantra,jonastantra@gmail.com,,,primera-temporada-13-la-baby-siter-ataca-de-nuevo,,,0,0,0,open,open,2025-12-23
2452,"Segunda temporada 1 Bart en suspenso","Bart está a punto de suspender el curso. Desesperado, le pide ayuda divina antes de un examen crucial. ¡Una tormenta de nieve azota Springfield! ¿Podrá aprovechar el tiempo extra para estudiar y evitar repetir año?",,2025-10-30,post,https://donsimpsononline.xyz/segunda-temporada-1-bart-en-suspenso/,http://donsimpsononline.xyz/wp-content/uploads/mini/tu/02Ю01-Bart-reprueba.jpg,"02Ю01 Bart reprueba","02Ю01 Bart reprueba","02Ю01 Bart reprueba","02Ю01 Bart reprueba",http://donsimpsononline.xyz/wp-content/uploads/mini/tu/02Ю01-Bart-reprueba.jpg,,"Segunda temporada",,,15,,"<iframe width=""640"" height=""360"" frameborder=""0"" src=""https://mega.nz/embed/KgAjlLzb#2mxL6nDdEbcwb5BgFeQ3mjaafejn2Zn9c_kIMosRcSI"" allowfullscreen ></iframe>",field_669848bb46641,align-content-left,"2025-05-02 20:27:41","2025-09-30 02:30:00",2023-12-29|2025-05-02|2025-06-01|2025-07-01|2025-08-01|2025-08-31|2025-09-30,"2023-12-29 15:39:57","2025-10-30 04:47:52","2025-10-30 05:07:37",42,,,,,,,publish,1,jonastantra,jonastantra@gmail.com,,,segunda-temporada-1-bart-en-suspenso,,,0,0,0,open,open,2025-12-23
2453,"Segunda temporada 2 Simpson y Dalila","¡Simpson recibe un implante capilar que le cambia la vida! Pero su nueva confianza trae un desafío inesperado con Dalila. ¿Será suficiente para mantener su ascenso?",,2025-10-30,post,https://donsimpsononline.xyz/segunda-temporada-2-simpson-y-dalila/,http://donsimpsononline.xyz/wp-content/uploads/mini/tu/02Ю02-Simpson-y-Dalila.jpg,"02Ю02 Simpson y Dalila","02Ю02 Simpson y Dalila","02Ю02 Simpson y Dalila","02Ю02 Simpson y Dalila",http://donsimpsononline.xyz/wp-content/uploads/mini/tu/02Ю02-Simpson-y-Dalila.jpg,,"Segunda temporada",,,15,,"<iframe width=""640"" height=""360"" frameborder=""0"" src=""https://mega.nz/embed/60QRjKrL#2EcKYvTpv4nDII5gYt08bzd5we04VYfsD66P2tohQ60"" allowfullscreen ></iframe>",field_669848bb46641,align-content-left,"2023-12-29 16:05:04","2025-10-30 06:15:42",2023-12-29|2025-05-02|2025-06-01|2025-07-01|2025-08-01|2025-08-31|2025-09-30,"2025-05-02 20:24:41","2025-09-30 03:46:13","2025-10-30 06:15:42",36,,,,,,,publish,1,jonastantra,jonastantra@gmail.com,,,segunda-temporada-2-simpson-y-dalila,,,0,0,0,open,open,2025-12-23
2454,"Segunda temporada 3 Especial Noche de Brujas de Los Simpson: La casa-árbol del terror","¡Prepara el miedo! El primer especial de Halloween de Los Simpson llega con tres terroríficas historias de la Casa-Árbol del Terror. Un clásico que no te puedes perder.",,2025-10-30,post,https://donsimpsononline.xyz/segunda-temporada-3-especial-noche-de-brujas-de-los-simpson-la-casa-arbol-del-terror/,http://donsimpsononline.xyz/wp-content/uploads/mini/tu/02Ю03-La-casita-del-horror.jpg,"02Ю03 La casita del horror","02Ю03 La casita del horror","02Ю03 La casita del horror","02Ю03 La casita del horror",http://donsimpsononline.xyz/wp-content/uploads/mini/tu/02Ю03-La-casita-del-horror.jpg,,"Segunda temporada",,,17,,"<iframe width=""640"" height=""360"" frameborder=""0"" src=""https://mega.nz/embed/384Dzb7J#GLyaRJmACCWYsGVRvJ9Ql7rJci4TfD1RJin5WYX-t2A"" allowfullscreen ></iframe>",field_669848bb46641,align-content-left,"2025-05-02 20:44:42","2025-09-30 02:18:51",2023-12-29|2025-05-02|2025-06-01|2025-07-01|2025-08-01|2025-08-31|2025-09-30,"2023-12-29 16:30:10","2025-10-30 03:33:11","2025-10-30 03:33:11",41,,,,,,,publish,1,jonastantra,jonastantra@gmail.com,,,segunda-temporada-3-especial-noche-de-brujas-de-los-simpson-la-casa-arbol-del-terror,,,0,0,0,open,open,2025-12-23
2455,"Segunda temporada 4 Dos coches en cada garaje y tres ojos en cada pez","Temporada 2, episodio 4. Analizamos la extraña regla de ""dos coches en cada garaje y tres ojos en cada pez"". ¿Qué hay detrás de esta insólita frase?",,2025-10-30,post,https://donsimpsononline.xyz/segunda-temporada-4-dos-coches-en-cada-garaje-y-tres-ojos-en-cada-pez/,http://donsimpsononline.xyz/wp-content/uploads/mini/tu/02Ю04-Dos-autos-en-cada-cochera-y-tres-ojos-en-cada-pez.jpg,"02Ю04 Dos autos en cada cochera y tres ojos en cada pez","02Ю04 Dos autos en cada cochera y tres ojos en cada pez","02Ю04 Dos autos en cada cochera y tres ojos en cada pez","02Ю04 Dos autos en cada cochera y tres ojos en cada pez",http://donsimpsononline.xyz/wp-content/uploads/mini/tu/02Ю04-Dos-autos-en-cada-cochera-y-tres-ojos-en-cada-pez.jpg,,"Segunda temporada",,,24,,"<iframe width=""640"" height=""360"" frameborder=""0"" src=""https://mega.nz/embed/PsJS0aob#we_cYEqAD8IV_bwm00zXME9rWy62pa_hixvsjUR3M0w"" allowfullscreen ></iframe>",field_669848bb46641,align-content-left,"2023-12-29 16:55:08","2025-10-30 04:57:56",2023-12-29|2025-05-02|2025-06-01|2025-07-01|2025-07-02|2025-08-01|2025-08-31|2025-09-30,"2025-05-02 20:44:42","2025-09-30 03:10:11","2025-10-30 04:57:56",59,,,,,,,publish,1,jonastantra,jonastantra@gmail.com,,,segunda-temporada-4-dos-coches-en-cada-garaje-y-tres-ojos-en-cada-pez,,,0,0,0,open,open,2025-12-23
2456,"Segunda temporada 5 Homer, el bailón","¡Homer desata su pasión por el baile! Descubre los hilarantes intentos del patriarca de los Simpson para dominar la pista en este episodio clave de la segunda temporada.",,2025-10-30,post,https://donsimpsononline.xyz/segunda-temporada-5-homer-el-bailon/,http://donsimpsononline.xyz/wp-content/uploads/mini/tu/02Ю05-Homero-el-animador.jpg,"02Ю05 Homero el animador","02Ю05 Homero el animador","02Ю05 Homero el animador","02Ю05 Homero el animador",http://donsimpsononline.xyz/wp-content/uploads/mini/tu/02Ю05-Homero-el-animador.jpg,,"Segunda temporada",,,18,,"<iframe width=""640"" height=""360"" frameborder=""0"" src=""https://mega.nz/embed/2o4AHYTa#u_xbcX7ldmYyTUKIdEvYzb7brWCD9WTJH9BnQjjqLeA"" allowfullscreen ></iframe>",field_669848bb46641,align-content-left,"2025-05-02 23:27:41","2025-10-30 12:00:40",2023-12-29|2023-12-30|2025-05-02|2025-06-02|2025-07-02|2025-08-01|2025-08-31|2025-09-30,"2023-12-30 09:21:21","2025-09-30 07:53:31","2025-10-30 12:00:40",69,,,,,,,publish,1,jonastantra,jonastantra@gmail.com,,,segunda-temporada-5-homer-el-bailon,,,0,0,0,open,open,2025-12-23
2457,"Segunda temporada 6 El club de los ""patteos"" muertos","¡Vuelven los ""patteos""! En este sexto episodio de la segunda temporada, el club enfrenta un desafío inesperado. ¿Quién está detrás de este macabro misterio? La verdad te espera.",,2025-10-30,post,https://donsimpsononline.xyz/segunda-temporada-6-el-club-de-los-patteos-muertos/,http://donsimpsononline.xyz/wp-content/uploads/mini/tu/02Ю06-La-sociedad-de-los-golfistas-muertos.jpg,"02Ю06 La sociedad de los golfistas muertos","02Ю06 La sociedad de los golfistas muertos","02Ю06 La sociedad de los golfistas muertos","02Ю06 La sociedad de los golfistas muertos",http://donsimpsononline.xyz/wp-content/uploads/mini/tu/02Ю06-La-sociedad-de-los-golfistas-muertos.jpg,,"Segunda temporada",,,19,,"<iframe width=""640"" height=""360"" frameborder=""0"" src=""https://mega.nz/embed/r5RAAD7T#idFNq98mlO8K5JTg2vSWEKnL8TELg6jgKRnPL6b7_jE"" allowfullscreen ></iframe>",field_669848bb46641,align-content-left,"2025-05-02 21:35:41","2025-10-30 06:48:11",2023-12-29|2025-05-02|2025-06-01|2025-07-02|2025-08-01|2025-08-31|2025-09-30,"2023-12-29 17:45:00","2025-09-30 04:11:59","2025-10-30 06:48:11",24,,,,,,,publish,1,jonastantra,jonastantra@gmail.com,,,segunda-temporada-6-el-club-de-los-patteos-muertos,,,0,0,0,open,open,2025-12-23
2458,"Segunda temporada 7 Bart en el Día de Acción de Gracias","Bart accidentalmente destruye el centro de mesa de Lisa. En el Día de Acción de Gracias, la familia lo castiga haciéndolo huir. Un clásico que no te puedes perder.",,2025-10-30,post,https://donsimpsononline.xyz/segunda-temporada-7-bart-en-el-dia-de-accion-de-gracias/,http://donsimpsononline.xyz/wp-content/uploads/mini/tu/02Ю07-Bart-contra-el-dia-de-Accion-de-Gracias.jpg,"02Ю07 Bart contra el dia de Accion de Gracias","02Ю07 Bart contra el dia de Accion de Gracias","02Ю07 Bart contra el dia de Accion de Gracias","02Ю07 Bart contra el dia de Accion de Gracias",http://donsimpsononline.xyz/wp-content/uploads/mini/tu/02Ю07-Bart-contra-el-dia-de-Accion-de-Gracias.jpg,,"Segunda temporada",,,20,,"<iframe width=""640"" height=""360"" frameborder=""0"" src=""https://mega.nz/embed/q4R3yQgL#ew9WUbw0VrsrJ3GdQsRy5SQF-gbPxe2fY6Indevqtmk"" allowfullscreen ></iframe>",field_669848bb46641,align-content-left,"2023-12-29 18:10:11","2025-09-30 03:49:48",2023-12-29|2025-05-02|2025-06-01|2025-07-02|2025-08-01|2025-08-31|2025-09-30,"2025-05-02 20:50:41","2025-10-30 07:05:17","2025-10-30 07:08:34",31,,,,,,,publish,1,jonastantra,jonastantra@gmail.com,,,segunda-temporada-7-bart-en-el-dia-de-accion-de-gracias,,,0,0,0,open,open,2025-12-23
2459,"Segunda temporada 8 Bart, el temerario","Bart, en su faceta más audaz, se mete en un sinfín de líos. ¿Podrá su espíritu temerario sacarlo de este embrollo? ¡Averígualo en el octavo capítulo de la segunda temporada!",,2025-10-30,post,https://donsimpsononline.xyz/segunda-temporada-8-bart-el-temerario/,http://donsimpsononline.xyz/wp-content/uploads/mini/tu/02Ю08-Bart-el-temerario.jpg,"02Ю08 Bart el temerario","02Ю08 Bart el temerario","02Ю08 Bart el temerario","02Ю08 Bart el temerario",http://donsimpsononline.xyz/wp-content/uploads/mini/tu/02Ю08-Bart-el-temerario.jpg,,"Segunda temporada",,,16,,"<iframe width=""640"" height=""360"" frameborder=""0"" src=""https://mega.nz/embed/SkQDFBoK#5dRLkgi1X5i-BuK16qNx_-bsZxf4Hi_KibFgByfrqe0"" allowfullscreen ></iframe>",field_669848bb46641,align-content-left,"2025-05-02 21:27:41","2025-10-30 07:22:58",2023-12-29|2025-05-02|2025-06-01|2025-07-02|2025-08-01|2025-08-31|2025-09-30,"2023-12-29 18:35:13","2025-09-30 04:40:25","2025-10-30 07:22:58",36,,,,,,,publish,1,jonastantra,jonastantra@gmail.com,,,segunda-temporada-8-bart-el-temerario,,,0,0,0,open,open,2025-12-23
